Source,CorrID,Target,InstID,Overallcount,Type,Label,Weight
"Robert Adam","12438","Nationaltheater München","44112","7","Directed","Robert Adam–Nationaltheater München","3"
"Robert Adam","12438","Nobelpreis","29679","6","Directed","Robert Adam–Nobelpreis","1"
"Robert Adam","12438","Ullstein Verlag","29681","5","Directed","Robert Adam–Ullstein Verlag","1"
"Robert Adam","12438","Der Merker","29560","4","Directed","Robert Adam–Der Merker","2"
"Robert Adam","12438","Genossenschaft dramatischer Autoren und Komponisten in Österreich","29275","4","Directed","Robert Adam–Genossenschaft dramatischer Autoren und Komponisten in Österreich","3"
"Robert Adam","12438","Bezirksgericht Wien Josefstadt","29605","3","Directed","Robert Adam–Bezirksgericht Wien Josefstadt","2"
"Robert Adam","12438","Privatbibliothek der Wiener Justizbeamten","29587","2","Directed","Robert Adam–Privatbibliothek der Wiener Justizbeamten","2"
"Robert Adam","12438","Die Schaubühne [Die Weltbühne]","29348","2","Directed","Robert Adam–Die Schaubühne [Die Weltbühne]","1"
"Robert Adam","12438","Drei Masken-Verlag","33886","1","Directed","Robert Adam–Drei Masken-Verlag","1"
"Robert Adam","12438","Bezirksgericht Wien Floridsdorf","29602","1","Directed","Robert Adam–Bezirksgericht Wien Floridsdorf","1"
"Robert Adam","12438","Vereinigung der österreichischen Richterinnen und Richter","29598","1","Directed","Robert Adam–Vereinigung der österreichischen Richterinnen und Richter","1"
"Robert Adam","12438","Carl Gerold’s Sohn","29595","1","Directed","Robert Adam–Carl Gerold’s Sohn","1"
"Robert Adam","12438","Vereinigung der fachmännischen Laienrichter Österreichs","29593","1","Directed","Robert Adam–Vereinigung der fachmännischen Laienrichter Österreichs","1"
"Robert Adam","12438","Handelsgericht Wien","29591","1","Directed","Robert Adam–Handelsgericht Wien","1"
"Robert Adam","12438","Prager Tagblatt","29259","1","Directed","Robert Adam–Prager Tagblatt","1"
"Peter Altenberg","2147","S. Fischer Verlag","29639","85","Directed","Peter Altenberg–S. Fischer Verlag","1"
"Peter Altenberg","2147","Österreichischer Wintersport-Klub","53383","1","Directed","Peter Altenberg–Österreichischer Wintersport-Klub","1"
"Peter Altenberg","2147","Ansorge-Verein. Verein zur Förderung moderner Kunst","29596","1","Directed","Peter Altenberg–Ansorge-Verein. Verein zur Förderung moderner Kunst","1"
"Hermann Bahr","10815","Neue Freie Presse","29351","113","Directed","Hermann Bahr–Neue Freie Presse","2"
"Hermann Bahr","10815","S. Fischer Verlag","29639","85","Directed","Hermann Bahr–S. Fischer Verlag","16"
"Hermann Bahr","10815","Burgtheater","36247","81","Directed","Hermann Bahr–Burgtheater","4"
"Hermann Bahr","10815","Die Zeit. Wiener Wochenschrift [Redaktion]","29209","73","Directed","Hermann Bahr–Die Zeit. Wiener Wochenschrift [Redaktion]","39"
"Hermann Bahr","10815","Lessing-Theater","35053","32","Directed","Hermann Bahr–Lessing-Theater","1"
"Hermann Bahr","10815","Volkstheater","36430","31","Directed","Hermann Bahr–Volkstheater","1"
"Hermann Bahr","10815","Neues Wiener Tagblatt","29414","17","Directed","Hermann Bahr–Neues Wiener Tagblatt","13"
"Hermann Bahr","10815","Franz-Grillparzer-Preis","29677","16","Directed","Hermann Bahr–Franz-Grillparzer-Preis","3"
"Hermann Bahr","10815","Wiener Verlag","29636","14","Directed","Hermann Bahr–Wiener Verlag","3"
"Hermann Bahr","10815","Berliner Tageblatt","29329","13","Directed","Hermann Bahr–Berliner Tageblatt","2"
"Hermann Bahr","10815","Deutsche Zeitung","29424","12","Directed","Hermann Bahr–Deutsche Zeitung","4"
"Hermann Bahr","10815","Jung-Wiener Theater zum Lieben Augustin","143199","11","Directed","Hermann Bahr–Jung-Wiener Theater zum Lieben Augustin","1"
"Hermann Bahr","10815","Concordia. Journalisten- und Schriftstellerverein","29752","10","Directed","Hermann Bahr–Concordia. Journalisten- und Schriftstellerverein","1"
"Hermann Bahr","10815","Vossische Zeitung","29331","9","Directed","Hermann Bahr–Vossische Zeitung","1"
"Hermann Bahr","10815","Südbahnstrecke","41943","8","Directed","Hermann Bahr–Südbahnstrecke","1"
"Hermann Bahr","10815","Nationaltheater München","44112","7","Directed","Hermann Bahr–Nationaltheater München","2"
"Hermann Bahr","10815","Berliner Börsen-Courier","29406","7","Directed","Hermann Bahr–Berliner Börsen-Courier","1"
"Hermann Bahr","10815","Bibliographisches Bureau","29716","6","Directed","Hermann Bahr–Bibliographisches Bureau","1"
"Hermann Bahr","10815","Freie Bühne","29561","6","Directed","Hermann Bahr–Freie Bühne","1"
"Hermann Bahr","10815","Berliner Neueste Nachrichten","29207","5","Directed","Hermann Bahr–Berliner Neueste Nachrichten","1"
"Hermann Bahr","10815","E. Pierson’s Verlag","29771","4","Directed","Hermann Bahr–E. Pierson’s Verlag","1"
"Hermann Bahr","10815","Ernst Rowohlt Verlag","29756","4","Directed","Hermann Bahr–Ernst Rowohlt Verlag","1"
"Hermann Bahr","10815","Bauernfeld-Preis","29675","4","Directed","Hermann Bahr–Bauernfeld-Preis","2"
"Hermann Bahr","10815","Stiegl-Brauerei","29547","3","Directed","Hermann Bahr–Stiegl-Brauerei","1"
"Hermann Bahr","10815","Neues Wiener Journal","29320","3","Directed","Hermann Bahr–Neues Wiener Journal","2"
"Hermann Bahr","10815","Reichswehr","29304","3","Directed","Hermann Bahr–Reichswehr","1"
"Hermann Bahr","10815","Rikola Verlag","29758","2","Directed","Hermann Bahr–Rikola Verlag","1"
"Hermann Bahr","10815","Pensionsanstalt deutscher Journalisten und Schriftsteller","29757","2","Directed","Hermann Bahr–Pensionsanstalt deutscher Journalisten und Schriftsteller","2"
"Hermann Bahr","10815","The Dial","29371","2","Directed","Hermann Bahr–The Dial","1"
"Hermann Bahr","10815","Die Schaubühne [Die Weltbühne]","29348","2","Directed","Hermann Bahr–Die Schaubühne [Die Weltbühne]","1"
"Hermann Bahr","10815","Pester Lloyd","29306","2","Directed","Hermann Bahr–Pester Lloyd","1"
"Hermann Bahr","10815","Niederösterreichische Statthalterei","29253","2","Directed","Hermann Bahr–Niederösterreichische Statthalterei","2"
"Hermann Bahr","10815","Cosmopolis","29206","2","Directed","Hermann Bahr–Cosmopolis","2"
"Hermann Bahr","10815","Verein »Freie Schule«","48851","1","Directed","Hermann Bahr–Verein »Freie Schule«","1"
"Hermann Bahr","10815","Akademische Hochschule für Musik","43988","1","Directed","Hermann Bahr–Akademische Hochschule für Musik","1"
"Hermann Bahr","10815","Hugo Heller","29747","1","Directed","Hermann Bahr–Hugo Heller","1"
"Hermann Bahr","10815","Goethebund","29667","1","Directed","Hermann Bahr–Goethebund","1"
"Hermann Bahr","10815","Ahn & Simrock","29630","1","Directed","Hermann Bahr–Ahn & Simrock","1"
"Hermann Bahr","10815","Österreichische Volks-Zeitung","29421","1","Directed","Hermann Bahr–Österreichische Volks-Zeitung","1"
"Hermann Bahr","10815","Kikeriki","29394","1","Directed","Hermann Bahr–Kikeriki","1"
"Hermann Bahr","10815","J. Singer & Co.","29369","1","Directed","Hermann Bahr–J. Singer & Co.","1"
"Hermann Bahr","10815","Carl Konegen","29296","1","Directed","Hermann Bahr–Carl Konegen","1"
"Hermann Bahr","10815","Akademie der Tonkunst","29279","1","Directed","Hermann Bahr–Akademie der Tonkunst","1"
"Hermann Bahr","10815","Süddeutsches Antiquariat","29255","1","Directed","Hermann Bahr–Süddeutsches Antiquariat","1"
"Hermann Bahr","10815","Gemütliche Harmonie","29213","1","Directed","Hermann Bahr–Gemütliche Harmonie","1"
"Richard Beer-Hofmann","10863","Frankfurter Zeitung","29442","187","Directed","Richard Beer-Hofmann–Frankfurter Zeitung","2"
"Richard Beer-Hofmann","10863","Neue Freie Presse","29351","113","Directed","Richard Beer-Hofmann–Neue Freie Presse","3"
