Source,CorrID,Target,InstID,Overallcount,Type,Label,Weight
"Albert Ehrenstein","11230","Neue Rundschau, Neue Deutsche Rundschau, Freie Bühne","29212","9","Directed","Albert Ehrenstein–Neue Rundschau, Neue Deutsche Rundschau, Freie Bühne","2"
"Albert Ehrenstein","11230","Albert Langen","29654","8","Directed","Albert Ehrenstein–Albert Langen","1"
"Albert Ehrenstein","11230","Hyperion","29552","6","Directed","Albert Ehrenstein–Hyperion","2"
"Albert Ehrenstein","11230","Österreichische Rundschau","29496","5","Directed","Albert Ehrenstein–Österreichische Rundschau","3"
"Albert Ehrenstein","11230","Erich-Reiss-Verlag","65371","4","Directed","Albert Ehrenstein–Erich-Reiss-Verlag","1"
"Albert Ehrenstein","11230","Der Merker","29560","4","Directed","Albert Ehrenstein–Der Merker","1"
"Friedrich M. Fels","2450","Neue Freie Presse","29351","113","Directed","Friedrich M. Fels–Neue Freie Presse","1"
"Friedrich M. Fels","2450","Burgtheater","36247","81","Directed","Friedrich M. Fels–Burgtheater","1"
"Friedrich M. Fels","2450","Wiener Allgemeine Zeitung","29670","25","Directed","Friedrich M. Fels–Wiener Allgemeine Zeitung","1"
"Friedrich M. Fels","2450","Neues Wiener Tagblatt","29414","17","Directed","Friedrich M. Fels–Neues Wiener Tagblatt","1"
"Friedrich M. Fels","2450","Deutsche Zeitung","29424","12","Directed","Friedrich M. Fels–Deutsche Zeitung","2"
"Friedrich M. Fels","2450","Concordia. Journalisten- und Schriftstellerverein","29752","10","Directed","Friedrich M. Fels–Concordia. Journalisten- und Schriftstellerverein","1"
"Friedrich M. Fels","2450","Vossische Zeitung","29331","9","Directed","Friedrich M. Fels–Vossische Zeitung","1"
"Friedrich M. Fels","2450","Die Presse","29270","5","Directed","Friedrich M. Fels–Die Presse","2"
"Friedrich M. Fels","2450","Die Zukunft","29631","4","Directed","Friedrich M. Fels–Die Zukunft","1"
"Friedrich M. Fels","2450","Die Nation","29807","3","Directed","Friedrich M. Fels–Die Nation","1"
"Friedrich M. Fels","2450","Neue Zürcher Zeitung","29672","3","Directed","Friedrich M. Fels–Neue Zürcher Zeitung","1"
"Stefan Grossmann","11527","Frankfurter Zeitung","29442","187","Directed","Stefan Grossmann–Frankfurter Zeitung","1"
"Stefan Grossmann","11527","Deutsches Theater Berlin","35597","32","Directed","Stefan Grossmann–Deutsches Theater Berlin","1"
"Stefan Grossmann","11527","Berliner Tageblatt","29329","13","Directed","Stefan Grossmann–Berliner Tageblatt","1"
"Stefan Grossmann","11527","Das Tage-Buch","37544","12","Directed","Stefan Grossmann–Das Tage-Buch","12"
"Stefan Grossmann","11527","Wiener Freie Volksbühne","29569","10","Directed","Stefan Grossmann–Wiener Freie Volksbühne","10"
"Stefan Grossmann","11527","Vossische Zeitung","29331","9","Directed","Stefan Grossmann–Vossische Zeitung","1"
"Stefan Grossmann","11527","Ullstein Verlag","29681","5","Directed","Stefan Grossmann–Ullstein Verlag","3"
"Stefan Grossmann","11527","Ernst Rowohlt Verlag","29756","4","Directed","Stefan Grossmann–Ernst Rowohlt Verlag","2"
"Stefan Grossmann","11527","B.Z. am Mittag","29702","4","Directed","Stefan Grossmann–B.Z. am Mittag","1"
"Stefan Grossmann","11527","Berliner Morgenpost","46218","3","Directed","Stefan Grossmann–Berliner Morgenpost","2"
"Gerhart Hauptmann","11617","Die Zeit. Wiener Wochenschrift [Redaktion]","29209","73","Directed","Gerhart Hauptmann–Die Zeit. Wiener Wochenschrift [Redaktion]","1"
"Gerhart Hauptmann","11617","Franz-Grillparzer-Preis","29677","16","Directed","Gerhart Hauptmann–Franz-Grillparzer-Preis","2"
"Gerhart Hauptmann","11617","Société des Auteurs et Compositeurs Dramatiques","29397","4","Directed","Gerhart Hauptmann–Société des Auteurs et Compositeurs Dramatiques","1"
"Hugo von Hofmannsthal","11740","Frankfurter Zeitung","29442","187","Directed","Hugo von Hofmannsthal–Frankfurter Zeitung","1"
"Hugo von Hofmannsthal","11740","Neue Freie Presse","29351","113","Directed","Hugo von Hofmannsthal–Neue Freie Presse","4"
"Hugo von Hofmannsthal","11740","S. Fischer Verlag","29639","85","Directed","Hugo von Hofmannsthal–S. Fischer Verlag","15"
"Hugo von Hofmannsthal","11740","Burgtheater","36247","81","Directed","Hugo von Hofmannsthal–Burgtheater","11"
"Hugo von Hofmannsthal","11740","Die Zeit. Wiener Wochenschrift [Redaktion]","29209","73","Directed","Hugo von Hofmannsthal–Die Zeit. Wiener Wochenschrift [Redaktion]","3"
"Hugo von Hofmannsthal","11740","Deutsches Theater Berlin","35597","32","Directed","Hugo von Hofmannsthal–Deutsches Theater Berlin","2"
"Hugo von Hofmannsthal","11740","Volkstheater","36430","31","Directed","Hugo von Hofmannsthal–Volkstheater","2"
"Hugo von Hofmannsthal","11740","Franz-Grillparzer-Preis","29677","16","Directed","Hugo von Hofmannsthal–Franz-Grillparzer-Preis","2"
"Hugo von Hofmannsthal","11740","An der schönen blauen Donau","29698","15","Directed","Hugo von Hofmannsthal–An der schönen blauen Donau","1"
"Hugo von Hofmannsthal","11740","Wiener Schachclub","43143","14","Directed","Hugo von Hofmannsthal–Wiener Schachclub","1"
"Hugo von Hofmannsthal","11740","Deutsche Zeitung","29424","12","Directed","Hugo von Hofmannsthal–Deutsche Zeitung","4"
"Hugo von Hofmannsthal","11740","Concordia. Journalisten- und Schriftstellerverein","29752","10","Directed","Hugo von Hofmannsthal–Concordia. Journalisten- und Schriftstellerverein","3"
"Hugo von Hofmannsthal","11740","»Freie Bühne« Verein für moderne Literatur","29781","9","Directed","Hugo von Hofmannsthal–»Freie Bühne« Verein für moderne Literatur","2"
"Hugo von Hofmannsthal","11740","Neue Rundschau, Neue Deutsche Rundschau, Freie Bühne","29212","9","Directed","Hugo von Hofmannsthal–Neue Rundschau, Neue Deutsche Rundschau, Freie Bühne","4"
"Hugo von Hofmannsthal","11740","Südbahnstrecke","41943","8","Directed","Hugo von Hofmannsthal–Südbahnstrecke","2"
"Hugo von Hofmannsthal","11740","Berliner Börsen-Courier","29406","7","Directed","Hugo von Hofmannsthal–Berliner Börsen-Courier","1"
"Hugo von Hofmannsthal","11740","Bibliographisches Bureau","29716","6","Directed","Hugo von Hofmannsthal–Bibliographisches Bureau","4"
"Hugo von Hofmannsthal","11740","Hyperion","29552","6","Directed","Hugo von Hofmannsthal–Hyperion","1"
"Hugo von Hofmannsthal","11740","Österreichische Rundschau","29496","5","Directed","Hugo von Hofmannsthal–Österreichische Rundschau","1"
"Hugo von Hofmannsthal","11740","Erich-Reiss-Verlag","65371","4","Directed","Hugo von Hofmannsthal–Erich-Reiss-Verlag","2"
"Hugo von Hofmannsthal","11740","Accademia di belle arti di Venezia","44602","4","Directed","Hugo von Hofmannsthal–Accademia di belle arti di Venezia","1"
"Hugo von Hofmannsthal","11740","Nouvelle Revue","34277","4","Directed","Hugo von Hofmannsthal–Nouvelle Revue","1"
"Hugo von Hofmannsthal","11740","Morgen. Wochenschrift für deutsche Kultur","34262","4","Directed","Hugo von Hofmannsthal–Morgen. Wochenschrift für deutsche Kultur","3"
"Hugo von Hofmannsthal","11740","E. Pierson’s Verlag","29771","4","Directed","Hugo von Hofmannsthal–E. Pierson’s Verlag","1"
"Hugo von Hofmannsthal","11740","Adolf Bonz & Comp.","29619","4","Directed","Hugo von Hofmannsthal–Adolf Bonz & Comp.","2"
"Hugo von Hofmannsthal","11740","Genossenschaft dramatischer Autoren und Komponisten in Österreich","29275","4","Directed","Hugo von Hofmannsthal–Genossenschaft dramatischer Autoren und Komponisten in Österreich","1"
"Hugo von Hofmannsthal","11740","Phaidon-Verlag","48752","3","Directed","Hugo von Hofmannsthal–Phaidon-Verlag","1"
