Source,CorrID,Target,EventID,Overallcount,Type,Label,Weight
"Richard Beer-Hofmann","10863","Private Lesung von Der Abenteurer und die Sängerin, 6.11.1898","365200","1","Directed","Richard Beer-Hofmann–Private Lesung von Der Abenteurer und die Sängerin, 6.11.1898","1"
"Richard Beer-Hofmann","10863","Premiere von Bartel Turaser, 11.12.1897","365151","1","Directed","Richard Beer-Hofmann–Premiere von Bartel Turaser, 11.12.1897","1"
"Richard Beer-Hofmann","10863","Aufführung von Liebelei, 10.4.1897","365133","1","Directed","Richard Beer-Hofmann–Aufführung von Liebelei, 10.4.1897","1"
"Richard Beer-Hofmann","10863","Aufführung von Die Chansonette, 2.3.1895","364936","1","Directed","Richard Beer-Hofmann–Aufführung von Die Chansonette, 2.3.1895","1"
"Richard Beer-Hofmann","10863","Opernredoute, 1.2.1893","364861","1","Directed","Richard Beer-Hofmann–Opernredoute, 1.2.1893","1"
"Richard Beer-Hofmann","10863","2. und letzter Liederabend von Lula Gmeiner, 14.12.1899","364741","1","Directed","Richard Beer-Hofmann–2. und letzter Liederabend von Lula Gmeiner, 14.12.1899","1"
"Richard Beer-Hofmann","10863","»Aschantidorf« im Tiergarten am Schüttel, 17.4.1897 – 2.5.1897","353062","1","Directed","Richard Beer-Hofmann–»Aschantidorf« im Tiergarten am Schüttel, 17.4.1897 – 2.5.1897","1"
"Richard Beer-Hofmann","10863","Private Lesung des Prologs zu Mimi, 15.12.1896","335141","2","Directed","Richard Beer-Hofmann–Private Lesung des Prologs zu Mimi, 15.12.1896","1"
"Richard Beer-Hofmann","10863","Besuch des Budapest-Orpheums, 7.1.1899","333793","2","Directed","Richard Beer-Hofmann–Besuch des Budapest-Orpheums, 7.1.1899","1"
"Richard Beer-Hofmann","10863","Hochzeit von Helene Altmann und Julius Schnitzler, 8.7.1894","298917","3","Directed","Richard Beer-Hofmann–Hochzeit von Helene Altmann und Julius Schnitzler, 8.7.1894","1"
"Richard Beer-Hofmann","10863","Klavierkonzert Ernst von Dohnányi, 28.11.1908","209535","1","Directed","Richard Beer-Hofmann–Klavierkonzert Ernst von Dohnányi, 28.11.1908","1"
"Richard Beer-Hofmann","10863","Aufführung von Die gute Partie, 5.11.1898","209039","1","Directed","Richard Beer-Hofmann–Aufführung von Die gute Partie, 5.11.1898","1"
"Richard Beer-Hofmann","10863","Aufführung von Die Jüdin von Toledo, 30.1.1896","208819","1","Directed","Richard Beer-Hofmann–Aufführung von Die Jüdin von Toledo, 30.1.1896","1"
"Richard Beer-Hofmann","10863","Dritter Abonnementabend des Rosé-Quartetts, 17.12.1895","208805","1","Directed","Richard Beer-Hofmann–Dritter Abonnementabend des Rosé-Quartetts, 17.12.1895","1"
"Richard Beer-Hofmann","10863","Aufführung von Maria Stuart, 7.2.1895","208727","1","Directed","Richard Beer-Hofmann–Aufführung von Maria Stuart, 7.2.1895","1"
"Richard Beer-Hofmann","10863","Ball des Carl-Theaters, 14.2.1895","199067","1","Directed","Richard Beer-Hofmann–Ball des Carl-Theaters, 14.2.1895","1"
"Richard Beer-Hofmann","10863","Lesung von Emanuel Reicher, 7.2.1892","190928","2","Directed","Richard Beer-Hofmann–Lesung von Emanuel Reicher, 7.2.1892","1"
"Richard Beer-Hofmann","10863","Private Lesung von Der Schleier der Beatrice, 26.11.1899","183921","2","Directed","Richard Beer-Hofmann–Private Lesung von Der Schleier der Beatrice, 26.11.1899","1"
"Richard Beer-Hofmann","10863","Private Lesung von Die Gefährtin (Der Witwer), 20.10.1896","146808","1","Directed","Richard Beer-Hofmann–Private Lesung von Die Gefährtin (Der Witwer), 20.10.1896","1"
"Richard Beer-Hofmann","10863","Private Lesung von Lebendige Stunden, Der Puppenspieler, 14.12.1901","144571","1","Directed","Richard Beer-Hofmann–Private Lesung von Lebendige Stunden, Der Puppenspieler, 14.12.1901","1"
"Richard Beer-Hofmann","10863","Private Lesung von Der Schleier der Beatrice, 7.10.1899","141501","4","Directed","Richard Beer-Hofmann–Private Lesung von Der Schleier der Beatrice, 7.10.1899","1"
"Richard Beer-Hofmann","10863","Private Lesung von Der Gemeine, 2.2.1900","141489","2","Directed","Richard Beer-Hofmann–Private Lesung von Der Gemeine, 2.2.1900","1"
"Richard Beer-Hofmann","10863","Aufführung Prinz Friedrich von Homburg, 1.12.1899","141446","1","Directed","Richard Beer-Hofmann–Aufführung Prinz Friedrich von Homburg, 1.12.1899","1"
"Richard Beer-Hofmann","10863","Uraufführung der Schmetterlingsschlacht, 6.10.1894","94318","1","Directed","Richard Beer-Hofmann–Uraufführung der Schmetterlingsschlacht, 6.10.1894","1"
"Richard Beer-Hofmann","10863","Premiere von Eine Palastrevolution, 14.10.1893","90033","1","Directed","Richard Beer-Hofmann–Premiere von Eine Palastrevolution, 14.10.1893","1"
"Richard Beer-Hofmann","10863","Private Lesung von Liebelei, 14.10.1894","87820","1","Directed","Richard Beer-Hofmann–Private Lesung von Liebelei, 14.10.1894","1"
"Richard Beer-Hofmann","10863","Schulaufführung von Sappho, Faust, Liebelei und Die berühmte Frau, 17.6.1902","50054","1","Directed","Richard Beer-Hofmann–Schulaufführung von Sappho, Faust, Liebelei und Die berühmte Frau, 17.6.1902","1"
"Richard Beer-Hofmann","10863","Aufführung von Ein Pelikan, 20.9.1895","48875","1","Directed","Richard Beer-Hofmann–Aufführung von Ein Pelikan, 20.9.1895","1"
"Richard Beer-Hofmann","10863","Private Lesung von Das weite Land, 29.6.1910","48222","3","Directed","Richard Beer-Hofmann–Private Lesung von Das weite Land, 29.6.1910","1"
"Richard Beer-Hofmann","10863","Private Lesung von Der junge Medardus, 1.11.1909","46528","3","Directed","Richard Beer-Hofmann–Private Lesung von Der junge Medardus, 1.11.1909","1"
"Richard Beer-Hofmann","10863","Premiere von Die Mütter, 17.10.1896","43387","1","Directed","Richard Beer-Hofmann–Premiere von Die Mütter, 17.10.1896","1"
"Richard Beer-Hofmann","10863","Aufführung von König Chilperich, 31.1.1896","43358","1","Directed","Richard Beer-Hofmann–Aufführung von König Chilperich, 31.1.1896","1"
"Richard Beer-Hofmann","10863","Probe von Liebelei, 31.1.1896","43326","1","Directed","Richard Beer-Hofmann–Probe von Liebelei, 31.1.1896","1"
"Richard Beer-Hofmann","10863","Generalprobe von Reigen, 29.1.1921","43296","1","Directed","Richard Beer-Hofmann–Generalprobe von Reigen, 29.1.1921","1"
"Richard Beer-Hofmann","10863","Aufführung Zu ebener Erde und erster Stock, 24.10.1896","43270","1","Directed","Richard Beer-Hofmann–Aufführung Zu ebener Erde und erster Stock, 24.10.1896","1"
"Richard Beer-Hofmann","10863","Aufführung von Siegfried, 6.12.1899","43233","1","Directed","Richard Beer-Hofmann–Aufführung von Siegfried, 6.12.1899","1"
"Richard Beer-Hofmann","10863","Aufführung von Esther, Gefährtin, Paracelsus, 19.12.1899","43208","1","Directed","Richard Beer-Hofmann–Aufführung von Esther, Gefährtin, Paracelsus, 19.12.1899","1"
"Richard Beer-Hofmann","10863","Aufführung von Der Stellvertreter, 3.10.1897","42789","1","Directed","Richard Beer-Hofmann–Aufführung von Der Stellvertreter, 3.10.1897","1"
"Richard Beer-Hofmann","10863","Premiere von Die Sklavin, 18.3.1897","42753","1","Directed","Richard Beer-Hofmann–Premiere von Die Sklavin, 18.3.1897","1"
"Richard Beer-Hofmann","10863","Aufführung Aus der Vorstadt, 12.3.1893","42590","1","Directed","Richard Beer-Hofmann–Aufführung Aus der Vorstadt, 12.3.1893","1"
"Richard Beer-Hofmann","10863","Uraufführung von Goldene Herzen, 9.11.1895","42446","1","Directed","Richard Beer-Hofmann–Uraufführung von Goldene Herzen, 9.11.1895","1"
"Richard Beer-Hofmann","10863","Uraufführung von Das Glück im Winkel, 11.11.1895","42439","1","Directed","Richard Beer-Hofmann–Uraufführung von Das Glück im Winkel, 11.11.1895","1"
"Richard Beer-Hofmann","10863","2. Aufführung von Liebelei, 10.10.1895","42426","1","Directed","Richard Beer-Hofmann–2. Aufführung von Liebelei, 10.10.1895","1"
"Richard Beer-Hofmann","10863","Achtes (letztes) Konzert von Bronisław Huberman, 29.3.1895","42314","1","Directed","Richard Beer-Hofmann–Achtes (letztes) Konzert von Bronisław Huberman, 29.3.1895","1"
"Richard Beer-Hofmann","10863","Aufführung von Julius Cäsar, 9.3.1895","42285","1","Directed","Richard Beer-Hofmann–Aufführung von Julius Cäsar, 9.3.1895","1"
"Richard Beer-Hofmann","10863","Premiere von Der Buckelhans, 11.11.1894","42195","1","Directed","Richard Beer-Hofmann–Premiere von Der Buckelhans, 11.11.1894","1"
"Richard Beer-Hofmann","10863","Premiere von Doppelselbstmord, 10.11.1894","42188","1","Directed","Richard Beer-Hofmann–Premiere von Doppelselbstmord, 10.11.1894","1"
"Richard Beer-Hofmann","10863","Uraufführung von Der Graf von Charolais, 23.12.1904","42033","1","Directed","Richard Beer-Hofmann–Uraufführung von Der Graf von Charolais, 23.12.1904","1"
"Richard Beer-Hofmann","10863","Aufführung von Hanna Jagert, 30.9.1901","42028","1","Directed","Richard Beer-Hofmann–Aufführung von Hanna Jagert, 30.9.1901","1"
"Richard Beer-Hofmann","10863","Uraufführung von Die Athenerin, 19.9.1896","42019","1","Directed","Richard Beer-Hofmann–Uraufführung von Die Athenerin, 19.9.1896","1"
"Richard Beer-Hofmann","10863","Uraufführung von Die Doppelhochzeit, 21.9.1895","41148","1","Directed","Richard Beer-Hofmann–Uraufführung von Die Doppelhochzeit, 21.9.1895","1"
"Richard Beer-Hofmann","10863","Premiere von Musotte, 12.11.1892","41110","2","Directed","Richard Beer-Hofmann–Premiere von Musotte, 12.11.1892","1"
"Richard Beer-Hofmann","10863","Aufführung von Freiwild, 9.4.1897","40618","1","Directed","Richard Beer-Hofmann–Aufführung von Freiwild, 9.4.1897","1"
"Richard Beer-Hofmann","10863","Aufführung von Die Räuber, 14.1.1893","40436","2","Directed","Richard Beer-Hofmann–Aufführung von Die Räuber, 14.1.1893","1"
"Richard Beer-Hofmann","10863","Wohltätigkeitsaufführung von Tata-Toto, 28.9.1894","38885","1","Directed","Richard Beer-Hofmann–Wohltätigkeitsaufführung von Tata-Toto, 28.9.1894","1"
"Richard Beer-Hofmann","10863","Premiere von Freiwild, 28.1.1905","35164","1","Directed","Richard Beer-Hofmann–Premiere von Freiwild, 28.1.1905","1"
"Richard Beer-Hofmann","10863","Uraufführung von Freiwild, 3.11.1896","35152","4","Directed","Richard Beer-Hofmann–Uraufführung von Freiwild, 3.11.1896","1"
"Richard Beer-Hofmann","10863","Premiere von Lebendige Stunden, 6.5.1902","35107","2","Directed","Richard Beer-Hofmann–Premiere von Lebendige Stunden, 6.5.1902","1"
