Source,SourceID,Lat-Long-Sender,Target,TargetID,Lat-Long-Receiver,Type,Label,Weight
"Steindorf am Ossiacher See","34860","46,6992 13,98892","Steindorf am Ossiacher See","34860","46,6992 13,98892","Directed","Steindorf am Ossiacher See–Steindorf am Ossiacher See","12"
"Öhningen","218","47,6667 8,9","Berlin","168","52,52437 13,41053","Directed","Öhningen–Berlin","1"
"Meran","43520","46,66817 11,15953","Meran","43520","46,66817 11,15953","Directed","Meran–Meran","2"
"Meran","43520","46,66817 11,15953","Tiefer Graben 23","207296","48,213038 16,368738","Directed","Meran–Tiefer Graben 23","1"
"Danzig","42763","54,3611 18,6897","IX., Alsergrund","59","48,22387 16,35641","Directed","Danzig–IX., Alsergrund","1"
"Tiefer Graben 23","207296","48,213038 16,368738","Paris","182","48,85341 2,3488","Directed","Tiefer Graben 23–Paris","1"
"Bad Fusch","305739","47,19939 12,85366","Trondheim","40290","63,43049 10,39506","Directed","Bad Fusch–Trondheim","1"
"Chemnitz","49582","50,8357 12,92922","Chemnitz","49582","50,8357 12,92922","Directed","Chemnitz–Chemnitz","1"
"Chemnitz","49582","50,8357 12,92922","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Chemnitz–Sternwartestraße 71","1"
"Wien","50","48,208333 16,373056","Dresden","866","51,0833 13,7666","Directed","Wien–Dresden","1"
"Krütznergasse","33993","48,22578 16,34851","Wien","50","48,208333 16,373056","Directed","Krütznergasse–Wien","1"
"Wien","50","48,208333 16,373056","Tłumacz","636","48,86403 25,00325","Directed","Wien–Tłumacz","1"
"Basel","854","47,55839 7,57327","Frankgasse 1","168934","48,21533 16,35736","Directed","Basel–Frankgasse 1","1"
"München","45258","48,13743 11,57549","Wien","50","48,208333 16,373056","Directed","München–Wien","39"
"Bern","1223","46,9489 7,4638","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Bern–9/3 Post- und Telegraphenamt 72","1"
"9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Wien","50","48,208333 16,373056","Directed","9/3 Post- und Telegraphenamt 72–Wien","1"
"Mödling","968","48,08605 16,28921","Mödling","968","48,08605 16,28921","Directed","Mödling–Mödling","1"
"Mödling","968","48,08605 16,28921","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Mödling–9/3 Post- und Telegraphenamt 72","1"
"St. Moritz","44374","46,49937 9,84327","Sternwartestraße 71","168815","48,23188 16,33716","Directed","St. Moritz–Sternwartestraße 71","3"
"Reichenau an der Rax","483","47,7 15,83333","Altaussee","34401","47,639444 13,763333","Directed","Reichenau an der Rax–Altaussee","2"
"Zürich","484","47,37174 8,54226","Zürich","484","47,37174 8,54226","Directed","Zürich–Zürich","2"
"Bad Aussee","415","47,60998 13,78243","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Bad Aussee–Edmund-Weiß-Gasse 7","4"
"Monreale","45264","38,08125 13,28947","Rodaun","173","48,132793312328 16,256152195922","Directed","Monreale–Rodaun","2"
"Wien","50","48,208333 16,373056","Strobl","895","47,71667 13,48333","Directed","Wien–Strobl","2"
"Berlin","168","52,52437 13,41053","IX., Alsergrund","59","48,22387 16,35641","Directed","Berlin–IX., Alsergrund","4"
"Wien","50","48,208333 16,373056","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Wien–Sternwartestraße 71","8"
"Café Luitpold","100","48,14293 11,57475","München","45258","48,13743 11,57549","Directed","Café Luitpold–München","1"
"München","45258","48,13743 11,57549","Wohnung und Ordination Arthur Schnitzler Grillparzerstraße 7/3. Stock","167782","48,212477 16,357233","Directed","München–Wohnung und Ordination Arthur Schnitzler Grillparzerstraße 7/3. Stock","1"
"Bad Ischl","213","47,71109 13,61893","Villa Platzer","40788","46,8105 13,515","Directed","Bad Ischl–Villa Platzer","1"
"I., Innere Stadt","51","48,20769 16,37049","Neapel","595","40,85216 14,26811","Directed","I., Innere Stadt–Neapel","4"
"Neapel","595","40,85216 14,26811","Hotel Hassler [Neapel]","364923","40,8302153354582 14,246194459892541","Directed","Neapel–Hotel Hassler [Neapel]","3"
"Bologna","896","44,49381 11,33875","Bologna","896","44,49381 11,33875","Directed","Bologna–Bologna","6"
"Bologna","896","44,49381 11,33875","I., Innere Stadt","51","48,20769 16,37049","Directed","Bologna–I., Innere Stadt","1"
"Wien","50","48,208333 16,373056","Semmering","189","47,64224 15,8241","Directed","Wien–Semmering","6"
"Rom","445","41,89193 12,51133","Roma Termini","148287","41,900648 12,501755","Directed","Rom–Roma Termini","3"
"Roma Termini","148287","41,900648 12,501755","I., Innere Stadt","51","48,20769 16,37049","Directed","Roma Termini–I., Innere Stadt","1"
"Bologna","896","44,49381 11,33875","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Bologna–1/1 Post- und Telegraphenamt 1","1"
"Pörtschach am Wörthersee","44278","46,635556 14,1425","Znaim","33978","48,8555 16,0488","Directed","Pörtschach am Wörthersee–Znaim","1"
"Znaim","33978","48,8555 16,0488","Znaim","33978","48,8555 16,0488","Directed","Znaim–Znaim","2"
"Wohnung und Ordination Arthur Schnitzler Grillparzerstraße 7/3. Stock","167782","48,212477 16,357233","Wien","50","48,208333 16,373056","Directed","Wohnung und Ordination Arthur Schnitzler Grillparzerstraße 7/3. Stock–Wien","1"
"Wien","50","48,208333 16,373056","Radolfzell am Bodensee","845","47,74194 8,97098","Directed","Wien–Radolfzell am Bodensee","2"
"Wien","50","48,208333 16,373056","8, rue de Monceau","296731","48,875505 2,306854","Directed","Wien–8, rue de Monceau","1"
"Jagniątków","735","50,816944 15,609444","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Jagniątków–Edmund-Weiß-Gasse 7","1"
"Wien","50","48,208333 16,373056","Steinfeld","405","47,71254 13,6326","Directed","Wien–Steinfeld","3"
"Peking","118369","39,9075 116,39723","Peking","118369","39,9075 116,39723","Directed","Peking–Peking","1"
"Peking","118369","39,9075 116,39723","Shanghai","37885","31,22222 121,45806","Directed","Peking–Shanghai","1"
"Shanghai","37885","31,22222 121,45806","Hong Kong","44086","22,27832 114,17469","Directed","Shanghai–Hong Kong","1"
"Hong Kong","44086","22,27832 114,17469","Frankgasse 1","168934","48,21533 16,35736","Directed","Hong Kong–Frankgasse 1","1"
"Frankfurt am Main","146","50,11552 8,68417","Hotel Deutscher Kaiser","88963","49,44914 11,079535","Directed","Frankfurt am Main–Hotel Deutscher Kaiser","1"
"Palermo","901","38,13205 13,33561","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Palermo–Sternwartestraße 71","1"
"Celerina","12589","46,5146 9,8622","Rodaun","173","48,132793312328 16,256152195922","Directed","Celerina–Rodaun","1"
"Rodaun","173","48,132793312328 16,256152195922","Bad Aussee","415","47,60998 13,78243","Directed","Rodaun–Bad Aussee","1"
"Bad Ischl","213","47,71109 13,61893","Altaussee","34401","47,639444 13,763333","Directed","Bad Ischl–Altaussee","3"
"9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Čáslav","767","49,91099 15,38972","Directed","9/3 Post- und Telegraphenamt 72–Čáslav","1"
"Čáslav","767","49,91099 15,38972","Čáslav","767","49,91099 15,38972","Directed","Čáslav–Čáslav","4"
"Mendelgebirge","147362","46,36 11,2","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Mendelgebirge–Edmund-Weiß-Gasse 7","1"
"Wien","50","48,208333 16,373056","Wohnung und Ordination Arthur Schnitzler Grillparzerstraße 7/3. Stock","167782","48,212477 16,357233","Directed","Wien–Wohnung und Ordination Arthur Schnitzler Grillparzerstraße 7/3. Stock","4"
"Welsberg-Taisten","428","46,75774 12,10556","Maria Schutz","45277","47,64168 15,86924","Directed","Welsberg-Taisten–Maria Schutz","2"
"Dölsach","945","46,85721 12,83416","Wien","50","48,208333 16,373056","Directed","Dölsach–Wien","1"
"Weimar","197","50,97361 11,33806","Willergasse 2","231810","48,139276 16,257741","Directed","Weimar–Willergasse 2","1"
"Altaussee","34401","47,639444 13,763333","Bad Aussee","415","47,60998 13,78243","Directed","Altaussee–Bad Aussee","1"
"Bad Aussee","415","47,60998 13,78243","Grazer Straße [Bad Ischl]","1220","47,70918 13,62156","Directed","Bad Aussee–Grazer Straße [Bad Ischl]","1"
"Wien","50","48,208333 16,373056","Nussdorfer Straße","1270","48,22921 16,35461","Directed","Wien–Nussdorfer Straße","2"
"Pula","851","44,86833 13,84806","XVIII., Währing","68","48,23333 16,31667","Directed","Pula–XVIII., Währing","1"
"Alland","90217","48,03953 16,08085","Wien","50","48,208333 16,373056","Directed","Alland–Wien","4"
"Venedig","462","45,43713 12,33265","Venedig","462","45,43713 12,33265","Directed","Venedig–Venedig","8"
"Venedig","462","45,43713 12,33265","IX., Alsergrund","59","48,22387 16,35641","Directed","Venedig–IX., Alsergrund","1"
"Bad Ischl","213","47,71109 13,61893","Fischerndorf","34402","47,63333 13,76667","Directed","Bad Ischl–Fischerndorf","1"
"Welsberg-Taisten","428","46,75774 12,10556","Marienbad","772","49,964444 12,701944","Directed","Welsberg-Taisten–Marienbad","1"
"Bayreuth","734","49,94782 11,57893","Villach","40454","46,61254 13,8529","Directed","Bayreuth–Villach","1"
"Saas-Fee","91634","46,10805 7,92741","Wien","50","48,208333 16,373056","Directed","Saas-Fee–Wien","1"
"Bad Fusch","305739","47,19939 12,85366","Tschortkiw","45274","49,01701 25,79808","Directed","Bad Fusch–Tschortkiw","1"
"Berchtesgaden","797","47,63236 13,00187","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Berchtesgaden–Tiefer Graben 17","1"
"Hotel Elefant [Graz]","34018","47,070941 15,432787","Graz","860","47,06667 15,43333","Directed","Hotel Elefant [Graz]–Graz","1"
"Graz","860","47,06667 15,43333","Steindorf am Ossiacher See","34860","46,6992 13,98892","Directed","Graz–Steindorf am Ossiacher See","1"
"Den Haag","58810","52,07667 4,29861","Wien","50","48,208333 16,373056","Directed","Den Haag–Wien","3"
"Magglingen","45272","47,139 7,21407","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Magglingen–Sternwartestraße 71","1"
"Klamm","8281","47,66001 15,86754","Klamm","8281","47,66001 15,86754","Directed","Klamm–Klamm","1"
"Klamm","8281","47,66001 15,86754","Hotel Radetzky","44510","48,090788 16,241739","Directed","Klamm–Hotel Radetzky","1"
"Wien","50","48,208333 16,373056","IV., Wieden","54","48,19198 16,36714","Directed","Wien–IV., Wieden","2"
"IV., Wieden","54","48,19198 16,36714","XVIII., Währing","68","48,23333 16,31667","Directed","IV., Wieden–XVIII., Währing","1"
"Paris","182","48,85341 2,3488","Trondheim","40290","63,43049 10,39506","Directed","Paris–Trondheim","1"
"Bad Fusch","305739","47,19939 12,85366","Bad Fusch","305739","47,19939 12,85366","Directed","Bad Fusch–Bad Fusch","2"
"Tiefer Graben 17","207301","48,212284 16,367725","Brijuni","45260","44,91417 13,76222","Directed","Tiefer Graben 17–Brijuni","1"
"Garmisch-Partenkirchen","667","47,49209 11,09576","Hôtel Lutetia","1095","48,851111 2,326667","Directed","Garmisch-Partenkirchen–Hôtel Lutetia","1"
"Cuxhaven","90504","53,86828 8,69902","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Cuxhaven–Sternwartestraße 71","1"
"Kochgasse 32","231623","48,214365 16,349593","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Kochgasse 32–1/1 Post- und Telegraphenamt 1","1"
"1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Berlin","168","52,52437 13,41053","Directed","1/1 Post- und Telegraphenamt 1–Berlin","1"
"Berlin","168","52,52437 13,41053","Hotel Bristol Berlin","127","52,516152 13,383456","Directed","Berlin–Hotel Bristol Berlin","1"
"Venedig","462","45,43713 12,33265","Stauffenbergstraße","63858","52,50803115685549 13,363494826997902","Directed","Venedig–Stauffenbergstraße","1"
"Berlin","168","52,52437 13,41053","Breslau","677","51,10773 17,03533","Directed","Berlin–Breslau","1"
"Bormio","49343","46,46717 10,37008","Bormio","49343","46,46717 10,37008","Directed","Bormio–Bormio","1"
"Bormio","49343","46,46717 10,37008","Altaussee","34401","47,639444 13,763333","Directed","Bormio–Altaussee","1"
"Lugano","885","46,01008 8,96004","Lugano","885","46,01008 8,96004","Directed","Lugano–Lugano","2"
"Lugano","885","46,01008 8,96004","IX., Alsergrund","59","48,22387 16,35641","Directed","Lugano–IX., Alsergrund","1"
"Unterach am Attersee","877","47,80494 13,48728","Tutzing","44493","47,90938 11,2803","Directed","Unterach am Attersee–Tutzing","1"
"Venedig","462","45,43713 12,33265","I., Innere Stadt","51","48,20769 16,37049","Directed","Venedig–I., Innere Stadt","1"
"Mailand","886","45,46427 9,18951","Venedig","462","45,43713 12,33265","Directed","Mailand–Venedig","1"
"Venedig","462","45,43713 12,33265","18/1 Post- und Telegraphenamt 110","365223","48,22513 16,343276","Directed","Venedig–18/1 Post- und Telegraphenamt 110","1"
"18/1 Post- und Telegraphenamt 110","365223","48,22513 16,343276","Lueg","186","47,754041 13,372211","Directed","18/1 Post- und Telegraphenamt 110–Lueg","1"
"9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Seeboden am Millstättersee","34824","46,818888888889 13,518333","Directed","9/3 Post- und Telegraphenamt 72–Seeboden am Millstättersee","4"
"Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","VII., Neubau","57","48,2 16,35","Directed","Edmund-Weiß-Gasse 7–VII., Neubau","1"
"VII., Neubau","57","48,2 16,35","Tiefer Graben 23","207296","48,213038 16,368738","Directed","VII., Neubau–Tiefer Graben 23","1"
"Willergasse 2","231810","48,139276 16,257741","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Willergasse 2–Edmund-Weiß-Gasse 7","1"
"Karlsbad","842","50,23271 12,87117","Wien","50","48,208333 16,373056","Directed","Karlsbad–Wien","1"
"Jagniątków","735","50,816944 15,609444","Wien","50","48,208333 16,373056","Directed","Jagniątków–Wien","3"
"Blankenese","1226","53,5652 9,7972","Wien","50","48,208333 16,373056","Directed","Blankenese–Wien","1"
"Hong Kong","44086","22,27832 114,17469","Hong Kong","44086","22,27832 114,17469","Directed","Hong Kong–Hong Kong","1"
"Hong Kong","44086","22,27832 114,17469","IX., Alsergrund","59","48,22387 16,35641","Directed","Hong Kong–IX., Alsergrund","2"
"Miskolc","44142","48,10306 20,77806","Wien","50","48,208333 16,373056","Directed","Miskolc–Wien","3"
"Solin","453","43,5 16,5","XVIII., Währing","68","48,23333 16,31667","Directed","Solin–XVIII., Währing","1"
"Kaiser-Franz-Ring 54","365095","48,010891 16,242066","Baden bei Wien","662","48,00543 16,23264","Directed","Kaiser-Franz-Ring 54–Baden bei Wien","3"
"Baden bei Wien","662","48,00543 16,23264","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Baden bei Wien–9/3 Post- und Telegraphenamt 72","3"
"Wien","50","48,208333 16,373056","VIII., Josefstadt","58","48,21126 16,34706","Directed","Wien–VIII., Josefstadt","2"
"VIII., Josefstadt","58","48,21126 16,34706","Starkfriedgassse","92548","48,2425 16,314615","Directed","VIII., Josefstadt–Starkfriedgassse","1"
"Tiefer Graben 23","207296","48,213038 16,368738","I., Innere Stadt","51","48,20769 16,37049","Directed","Tiefer Graben 23–I., Innere Stadt","12"
"I., Innere Stadt","51","48,20769 16,37049","5, rue de Maubeuge","592","48,876475 2,340852","Directed","I., Innere Stadt–5, rue de Maubeuge","1"
"Seis am Schlern","988","46,54133 11,55868","Haus Bahr","207274","48,186771 16,261305","Directed","Seis am Schlern–Haus Bahr","1"
"Wiesbaden","883","50,08258 8,24932","Wiesbaden","883","50,08258 8,24932","Directed","Wiesbaden–Wiesbaden","2"
"Welsberg-Taisten","428","46,75774 12,10556","Welsberg-Taisten","428","46,75774 12,10556","Directed","Welsberg-Taisten–Welsberg-Taisten","1"
"Rodaun","173","48,132793312328 16,256152195922","Venedig","462","45,43713 12,33265","Directed","Rodaun–Venedig","1"
"Südbahnhotel [Semmering]","413","47,647222 15,83","Semmering","189","47,64224 15,8241","Directed","Südbahnhotel [Semmering]–Semmering","1"
"Semmering","189","47,64224 15,8241","Haus Bahr","207274","48,186771 16,261305","Directed","Semmering–Haus Bahr","2"
"Berlin","168","52,52437 13,41053","Unter den Linden","216","52,51699 13,38832","Directed","Berlin–Unter den Linden","1"
"Rodaun","173","48,132793312328 16,256152195922","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Rodaun–Edmund-Weiß-Gasse 7","7"
"Bad Ischl","213","47,71109 13,61893","Salzburg","30","47,80067 13,04532","Directed","Bad Ischl–Salzburg","1"
"I., Innere Stadt","51","48,20769 16,37049","Sternwartestraße 71","168815","48,23188 16,33716","Directed","I., Innere Stadt–Sternwartestraße 71","1"
"Zirndorf","40867","49,4424 10,95414","Zirndorf","40867","49,4424 10,95414","Directed","Zirndorf–Zirndorf","1"
"Zirndorf","40867","49,4424 10,95414","Vahrn","946","46,73901 11,63749","Directed","Zirndorf–Vahrn","1"
"Vahrn","946","46,73901 11,63749","Vahrn","946","46,73901 11,63749","Directed","Vahrn–Vahrn","11"
"Sternwartestraße 71","168815","48,23188 16,33716","Wien","50","48,208333 16,373056","Directed","Sternwartestraße 71–Wien","6"
"Wien","50","48,208333 16,373056","Pension Villa Quisisana","299703","48,003137 16,224985","Directed","Wien–Pension Villa Quisisana","1"
"Bologna","896","44,49381 11,33875","IX., Alsergrund","59","48,22387 16,35641","Directed","Bologna–IX., Alsergrund","1"
"Wien","50","48,208333 16,373056","Zistersdorf","44400","48,53585 16,75613","Directed","Wien–Zistersdorf","8"
"Salzburg","30","47,80067 13,04532","Hotel und Pension Rudolfshöhe (Leopold Petter)","414","47,706537 13,609575","Directed","Salzburg–Hotel und Pension Rudolfshöhe (Leopold Petter)","1"
"Reichenau an der Rax","483","47,7 15,83333","Wien","50","48,208333 16,373056","Directed","Reichenau an der Rax–Wien","4"
"Hotel Bad Ratzes","45098","46,533075 11,584027","Seis am Schlern","988","46,54133 11,55868","Directed","Hotel Bad Ratzes–Seis am Schlern","1"
"Seis am Schlern","988","46,54133 11,55868","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Seis am Schlern–9/3 Post- und Telegraphenamt 72","1"
"Kochgasse 8","249577","48,212327 16,349717","Wien","50","48,208333 16,373056","Directed","Kochgasse 8–Wien","1"
"Hinterbrühl","75","48,08611 16,24809","Hinterbrühl","75","48,08611 16,24809","Directed","Hinterbrühl–Hinterbrühl","5"
"Hinterbrühl","75","48,08611 16,24809","Kochgasse 8","249577","48,212327 16,349717","Directed","Hinterbrühl–Kochgasse 8","1"
"Frankgasse 1","168934","48,21533 16,35736","Unbekannt","365266","nicht vorhanden","Directed","Frankgasse 1–Unbekannt","2"
"Unbekannt","365266","nicht vorhanden","Unbekannt","365269","nicht vorhanden","Directed","Unbekannt–Unbekannt","2"
"Unbekannt","365269","nicht vorhanden","Wollzeile 15 (»Berthahof«)","190427","48,208656 16,375924","Directed","Unbekannt–Wollzeile 15 (»Berthahof«)","2"
"Taormina","906","37,85358 15,28851","Willergasse 2","231810","48,139276 16,257741","Directed","Taormina–Willergasse 2","1"
"Salzburg","30","47,80067 13,04532","Innsbruck","867","47,272569 11,389534","Directed","Salzburg–Innsbruck","1"
"Altaussee","34401","47,639444 13,763333","Wien","50","48,208333 16,373056","Directed","Altaussee–Wien","5"
"Hotel Kongen af Danmark","40903","55,676944 12,586111","Kopenhagen","36300","55,67594 12,56553","Directed","Hotel Kongen af Danmark–Kopenhagen","1"
"Kopenhagen","36300","55,67594 12,56553","Stockholm","1119","59,325 18,05","Directed","Kopenhagen–Stockholm","2"
"Stockholm","1119","59,325 18,05","Grand Hotel Stockholm","40705","59,329722 18,075556","Directed","Stockholm–Grand Hotel Stockholm","1"
"Rájec-Jestřebí","50476","49,41094 16,63902","Wien","50","48,208333 16,373056","Directed","Rájec-Jestřebí–Wien","2"
"Mödling","968","48,08605 16,28921","Bad Ischl","213","47,71109 13,61893","Directed","Mödling–Bad Ischl","1"
"Montreux","40482","46,45179 6,94084","Wien","50","48,208333 16,373056","Directed","Montreux–Wien","2"
"München","45258","48,13743 11,57549","Hodonín","49823","48,84893 17,13244","Directed","München–Hodonín","1"
"Steindorf am Ossiacher See","34860","46,6992 13,98892","Frankgasse 1","168934","48,21533 16,35736","Directed","Steindorf am Ossiacher See–Frankgasse 1","2"
"Wien","50","48,208333 16,373056","Cap-d’Ail","34869","43,72192 7,40685","Directed","Wien–Cap-d’Ail","1"
"Cap-d’Ail","34869","43,72192 7,40685","Menton","36456","43,77649 7,50435","Directed","Cap-d’Ail–Menton","1"
"Tiefer Graben 23","207296","48,213038 16,368738","Reichenau an der Rax","483","47,7 15,83333","Directed","Tiefer Graben 23–Reichenau an der Rax","2"
"Dubrovnik","682","42,64807 18,09216","Gruž","90757","42,65927 18,0875","Directed","Dubrovnik–Gruž","1"
"Gruž","90757","42,65927 18,0875","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Gruž–1/1 Post- und Telegraphenamt 1","1"
"Dessauer Straße","40583","52,504956 13,378587","Berlin","168","52,52437 13,41053","Directed","Dessauer Straße–Berlin","5"
"Berlin","168","52,52437 13,41053","Wallnertheaterstraße","146883","nicht vorhanden","Directed","Berlin–Wallnertheaterstraße","1"
"Berchtesgaden","797","47,63236 13,00187","Mayrhofen","40332","47,16539 11,86475","Directed","Berchtesgaden–Mayrhofen","1"
"Eppan an der Weinstraße","36485","46,45472 11,26178","Sankt Michael","40832","46,455308 11,258736","Directed","Eppan an der Weinstraße–Sankt Michael","1"
"Sankt Michael","40832","46,455308 11,258736","Wiesbaden","883","50,08258 8,24932","Directed","Sankt Michael–Wiesbaden","1"
"Wiesbaden","883","50,08258 8,24932","Hôtel du Parc & Bristol","43055","50,08161 8,24473","Directed","Wiesbaden–Hôtel du Parc & Bristol","1"
"Pension Wiener Heim","334003","nicht vorhanden","Opatija","38096","45,33771 14,30515","Directed","Pension Wiener Heim–Opatija","1"
"Opatija","38096","45,33771 14,30515","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Opatija–Sternwartestraße 71","1"
"Wien","50","48,208333 16,373056","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Wien–Tiefer Graben 17","1"
"Wien","50","48,208333 16,373056","Vahrn","946","46,73901 11,63749","Directed","Wien–Vahrn","2"
"Wien","50","48,208333 16,373056","St. Gilgen","33","47,76667 13,36667","Directed","Wien–St. Gilgen","2"
"Seis am Schlern","988","46,54133 11,55868","Strobl","895","47,71667 13,48333","Directed","Seis am Schlern–Strobl","1"
"Berlin","168","52,52437 13,41053","Palasthotel Berlin","88","52,509241 13,376984","Directed","Berlin–Palasthotel Berlin","2"
"Selzthal","43004","47,55328 14,32596","Unbekannt","365250","nicht vorhanden","Directed","Selzthal–Unbekannt","1"
"Unbekannt","365250","nicht vorhanden","Bad Ischl","213","47,71109 13,61893","Directed","Unbekannt–Bad Ischl","1"
"I., Innere Stadt","51","48,20769 16,37049","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","I., Innere Stadt–Edmund-Weiß-Gasse 7","5"
"Marienbad","772","49,964444 12,701944","Bad Ischl","213","47,71109 13,61893","Directed","Marienbad–Bad Ischl","1"
"Berlin","168","52,52437 13,41053","Bad Aussee","415","47,60998 13,78243","Directed","Berlin–Bad Aussee","1"
"Rodaun","173","48,132793312328 16,256152195922","IX., Alsergrund","59","48,22387 16,35641","Directed","Rodaun–IX., Alsergrund","1"
"Gardone Riviera","374","45,62499 10,56527","Gardone Riviera","374","45,62499 10,56527","Directed","Gardone Riviera–Gardone Riviera","2"
"Gardone Riviera","374","45,62499 10,56527","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Gardone Riviera–Tiefer Graben 17","1"
"VIII., Josefstadt","58","48,21126 16,34706","Hamburg","506","53,55055 9,993333","Directed","VIII., Josefstadt–Hamburg","1"
"Pension Quisisana","756","45,333852 14,301821","Opatija","38096","45,33771 14,30515","Directed","Pension Quisisana–Opatija","2"
"Opatija","38096","45,33771 14,30515","I., Innere Stadt","51","48,20769 16,37049","Directed","Opatija–I., Innere Stadt","1"
"Wilmersdorf","593","52,48333 13,31667","IX., Alsergrund","59","48,22387 16,35641","Directed","Wilmersdorf–IX., Alsergrund","1"
"IX., Alsergrund","59","48,22387 16,35641","Wien","50","48,208333 16,373056","Directed","IX., Alsergrund–Wien","2"
"Kärntnerring 12/Bösendorferstraße 11","167805","48,20143 16,37196","Wien","50","48,208333 16,373056","Directed","Kärntnerring 12/Bösendorferstraße 11–Wien","1"
"Bad Ischl","213","47,71109 13,61893","Grazer Straße [Bad Ischl]","1220","47,70918 13,62156","Directed","Bad Ischl–Grazer Straße [Bad Ischl]","6"
"Bad Tölz","424","47,76111 11,5589","Wien","50","48,208333 16,373056","Directed","Bad Tölz–Wien","5"
"Salzburg","30","47,80067 13,04532","Helsingør","726","56,03606 12,6136","Directed","Salzburg–Helsingør","1"
"Velden am Wörthersee","909","46,61901 14,03129","Welsberg-Taisten","428","46,75774 12,10556","Directed","Velden am Wörthersee–Welsberg-Taisten","1"
"Wien","50","48,208333 16,373056","Kreuzberg [Breitenstein]","91067","47,66667 15,81667","Directed","Wien–Kreuzberg [Breitenstein]","1"
"Hôtel Hassler","623","41,90627 12,4829","Roma Termini","148287","41,900648 12,501755","Directed","Hôtel Hassler–Roma Termini","1"
"Roma Termini","148287","41,900648 12,501755","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Roma Termini–9/3 Post- und Telegraphenamt 72","2"
"Wiesbaden","883","50,08258 8,24932","Bukarest","993","44,432 26,106","Directed","Wiesbaden–Bukarest","1"
"Bukarest","993","44,432 26,106","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Bukarest–1/1 Post- und Telegraphenamt 1","1"
"1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Wien","50","48,208333 16,373056","Directed","1/1 Post- und Telegraphenamt 1–Wien","1"
"Teplice","955","50,6404 13,82451","Wien","50","48,208333 16,373056","Directed","Teplice–Wien","2"
"Partenkirchen","2318","47,4956 11,1097","Partenkirchen","2318","47,4956 11,1097","Directed","Partenkirchen–Partenkirchen","1"
"Partenkirchen","2318","47,4956 11,1097","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Partenkirchen–Tiefer Graben 17","1"
"Hradec nad Moravicí","36534","49,85192 17,86698","Wien","50","48,208333 16,373056","Directed","Hradec nad Moravicí–Wien","1"
"Dresden","866","51,0833 13,7666","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Dresden–Sternwartestraße 71","2"
"Sambir","36570","49,5183 23,19752","Sambir","36570","49,5183 23,19752","Directed","Sambir–Sambir","1"
"Sambir","36570","49,5183 23,19752","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Sambir–9/3 Post- und Telegraphenamt 72","1"
"Berlin","168","52,52437 13,41053","Salzburg","30","47,80067 13,04532","Directed","Berlin–Salzburg","2"
"Wien","50","48,208333 16,373056","IX., Alsergrund","59","48,22387 16,35641","Directed","Wien–IX., Alsergrund","12"
"IX., Alsergrund","59","48,22387 16,35641","Pension Quisisana","756","45,333852 14,301821","Directed","IX., Alsergrund–Pension Quisisana","1"
"München","45258","48,13743 11,57549","Brijuni","45260","44,91417 13,76222","Directed","München–Brijuni","1"
"Grand Hotel Stockholm","40705","59,329722 18,075556","Hotel Kongen af Danmark","40903","55,676944 12,586111","Directed","Grand Hotel Stockholm–Hotel Kongen af Danmark","1"
"Bad Fusch","305739","47,19939 12,85366","I., Innere Stadt","51","48,20769 16,37049","Directed","Bad Fusch–I., Innere Stadt","1"
